"origin","destination","lane","bookings"
baidyabati,raipur,baidyabati-raipur,12
baidyabati,ranchi,baidyabati-ranchi,27
baidyabati,saharsa,baidyabati-saharsa,11
baidyabati,siliguri,baidyabati-siliguri,4
baidyabati,singheshwar,baidyabati-singheshwar,1
balasore,cuttack,balasore-cuttack,1
balasore,rasalpur,balasore-rasalpur,1
balayapalle,koilkuntla,balayapalle-koilkuntla,1
balayapalle,yadamari,balayapalle-yadamari,1
balehosur,ahmedabad,balehosur-ahmedabad,1
ballabgarh,bangalore,ballabgarh-bangalore,1
ballabgarh,chennai,ballabgarh-chennai,1
ballabgarh,ghaziabad,ballabgarh-ghaziabad,127
ballabgarh,haldwani,ballabgarh-haldwani,9
ballabgarh,hassangarh,ballabgarh-hassangarh,98
ballabgarh,sonipat,ballabgarh-sonipat,1
ballari,chikkamagaluru,ballari-chikkamagaluru,1
ballari,mangaluru,ballari-mangaluru,1
ballari,toranagallu,ballari-toranagallu,7
bangalore,ahmedabad,bangalore-ahmedabad,50
bangalore,ammavaru_palli,bangalore-ammavaru_palli,1
bangalore,anekal,bangalore-anekal,41
bangalore,balehonnur,bangalore-balehonnur,1
bangalore,bangalore,bangalore-bangalore,43
bangalore,belgaum,bangalore-belgaum,26
bangalore,bellary,bangalore-bellary,4
bangalore,bhandu,bangalore-bhandu,13
bangalore,bhatkal,bangalore-bhatkal,19
bangalore,bhiwandi,bangalore-bhiwandi,12
bangalore,bidadi,bangalore-bidadi,1
bangalore,bijapur,bangalore-bijapur,2
bangalore,challakere,bangalore-challakere,3
bangalore,chamarajanagar,bangalore-chamarajanagar,33
bangalore,chandrayan_guda,bangalore-chandrayan_guda,3
bangalore,channagiri,bangalore-channagiri,2
bangalore,channarayapattana,bangalore-channarayapattana,2
bangalore,chennai,bangalore-chennai,136
bangalore,cherkala,bangalore-cherkala,1
bangalore,chikkaballapur,bangalore-chikkaballapur,40
bangalore,chikmagalur,bangalore-chikmagalur,21
bangalore,chikodi,bangalore-chikodi,35
bangalore,chintamani,bangalore-chintamani,38
bangalore,chitradurga,bangalore-chitradurga,24
bangalore,coimbatore,bangalore-coimbatore,54
bangalore,cuttack,bangalore-cuttack,37
bangalore,davangere,bangalore-davangere,29
bangalore,delhi,bangalore-delhi,118
bangalore,dharmavaram,bangalore-dharmavaram,1
bangalore,dharwad,bangalore-dharwad,23
bangalore,doddaballapura,bangalore-doddaballapura,1
bangalore,faridabad,bangalore-faridabad,3
bangalore,gadag,bangalore-gadag,37
bangalore,gauribidanur,bangalore-gauribidanur,12
bangalore,gonikopalu,bangalore-gonikopalu,3
bangalore,gujrat,bangalore-gujrat,2
bangalore,gulbarga,bangalore-gulbarga,2
bangalore,gurugram,bangalore-gurugram,144
bangalore,guwahati,bangalore-guwahati,1
bangalore,hassan,bangalore-hassan,19
bangalore,haveri,bangalore-haveri,12
bangalore,hiriyur,bangalore-hiriyur,8
bangalore,honnavar,bangalore-honnavar,2
bangalore,hosadurga,bangalore-hosadurga,3
bangalore,hoskote,bangalore-hoskote,42
bangalore,hospet,bangalore-hospet,1
bangalore,hubli,bangalore-hubli,82
bangalore,hunsur,bangalore-hunsur,9
bangalore,hyderabad,bangalore-hyderabad,25
bangalore,kadur,bangalore-kadur,30
bangalore,kannur,bangalore-kannur,1
bangalore,karkala,bangalore-karkala,35
bangalore,karwar,bangalore-karwar,24
bangalore,kasaragod,bangalore-kasaragod,1
bangalore,kochi,bangalore-kochi,3
bangalore,kolar,bangalore-kolar,58
bangalore,kolkata,bangalore-kolkata,86
bangalore,kollam,bangalore-kollam,1
bangalore,kollegal,bangalore-kollegal,1
bangalore,kr_pete,bangalore-kr_pete,32
bangalore,kumpala,bangalore-kumpala,1
bangalore,madikeri,bangalore-madikeri,34
bangalore,malavalli,bangalore-malavalli,2
bangalore,malur,bangalore-malur,3
bangalore,mandya,bangalore-mandya,15
bangalore,mangalore,bangalore-mangalore,109
bangalore,mumbai,bangalore-mumbai,4
bangalore,mundgod,bangalore-mundgod,1
bangalore,mysore,bangalore-mysore,94
bangalore,nagpur,bangalore-nagpur,13
bangalore,nanjangud,bangalore-nanjangud,1
bangalore,nashik,bangalore-nashik,3
bangalore,nelamangala_town,bangalore-nelamangala_town,13
bangalore,padubidri,bangalore-padubidri,2
bangalore,pargha,bangalore-pargha,1
bangalore,patna,bangalore-patna,17
bangalore,pollachi,bangalore-pollachi,1
bangalore,puducherry,bangalore-puducherry,25
bangalore,pune,bangalore-pune,5
bangalore,puttur,bangalore-puttur,56
bangalore,raichur,bangalore-raichur,1
bangalore,ramanagara,bangalore-ramanagara,5
bangalore,ramdurg,bangalore-ramdurg,2
bangalore,ramnagar,bangalore-ramnagar,16
bangalore,ranchi,bangalore-ranchi,144
bangalore,rona,bangalore-rona,1
bangalore,sagar,bangalore-sagar,13
bangalore,salem,bangalore-salem,9
bangalore,sanand,bangalore-sanand,1
bangalore,shikaripur,bangalore-shikaripur,4
bangalore,shimoga,bangalore-shimoga,50
bangalore,shiroor,bangalore-shiroor,2
bangalore,sira,bangalore-sira,35
bangalore,sirsi,bangalore-sirsi,25
bangalore,soraba,bangalore-soraba,1
bangalore,sri_city,bangalore-sri_city,9
bangalore,sriperumbudur,bangalore-sriperumbudur,6
bangalore,tadpatri,bangalore-tadpatri,1
bangalore,thiruvallur,bangalore-thiruvallur,2
bangalore,thrissur,bangalore-thrissur,1
bangalore,tiptur,bangalore-tiptur,8
bangalore,tiruchirappalli,bangalore-tiruchirappalli,20
bangalore,tirupati,bangalore-tirupati,35
bangalore,tumkur,bangalore-tumkur,46
bangalore,tvm,bangalore-tvm,1
bangalore,udupi,bangalore-udupi,42
bangalore,vijaypura,bangalore-vijaypura,2
bangalore,virajpet,bangalore-virajpet,1
bangalore,visakhapatnam,bangalore-visakhapatnam,4
bangalore,vizag,bangalore-vizag,15
bantummilli,gannavaram,bantummilli-gannavaram,1
banur,ahmedabad,banur-ahmedabad,84
banur,bangalore,banur-bangalore,6
banur,bhiwandi,banur-bhiwandi,99
banur,chennai,banur-chennai,5
banur,cuttack,banur-cuttack,11
banur,gurgaon,banur-gurgaon,4
banur,guwahati,banur-guwahati,1
banur,hyderabad,banur-hyderabad,12
banur,indore,banur-indore,10
banur,jaipur,banur-jaipur,35
banur,karnal,banur-karnal,1
banur,kharkhoda,banur-kharkhoda,3
banur,kolkata,banur-kolkata,39
banur,lucknow,banur-lucknow,31
banur,ludhiana,banur-ludhiana,3
banur,madurai,banur-madurai,1
banur,nagpur,banur-nagpur,13
banur,patna,banur-patna,2
banur,sonipat,banur-sonipat,30
banur,vijayawada,banur-vijayawada,11
baramati,ahmedabad,baramati-ahmedabad,2
baramati,bengaluru,baramati-bengaluru,9
baramati,bhiwandi,baramati-bhiwandi,15
baramati,chennai,baramati-chennai,6
baramati,delhi,baramati-delhi,10
baramati,ghaziabad,baramati-ghaziabad,2
baramati,guwahati,baramati-guwahati,2
baramati,howrah,baramati-howrah,1
baramati,hyderabad,baramati-hyderabad,5
baramati,jamalpur,baramati-jamalpur,3
baramati,jigani,baramati-jigani,1
baramati,karnal,baramati-karnal,2
baramati,kolkata,baramati-kolkata,4
baramati,mysuru,baramati-mysuru,4
baramati,sahibabad,baramati-sahibabad,33
baramati,varanasi,baramati-varanasi,2
basanti,agartala,basanti-agartala,2
basanti,guwahati,basanti-guwahati,3
basanti,karnal,basanti-karnal,1
basanti,navi_mumbai,basanti-navi_mumbai,1
basanti,patna,basanti-patna,9
basanti,purnia,basanti-purnia,4
basanti,rairangpur,basanti-rairangpur,1
basanti,ranchi,basanti-ranchi,26
basanti,thakurmunda,basanti-thakurmunda,1
bavla,ahmedabad,bavla-ahmedabad,2
bavla,chikhli,bavla-chikhli,1
bavla,indore,bavla-indore,21
bavla,raipur,bavla-raipur,1
bavla,sonipat,bavla-sonipat,1
bavla,surat,bavla-surat,6
bawal,bangalore,bawal-bangalore,7
bawal,chennai,bawal-chennai,8
bawal,ghaziabad,bawal-ghaziabad,4
bawal,kolkata,bawal-kolkata,17
bawal,pune,bawal-pune,3
bawal,taloje_majkur,bawal-taloje_majkur,1
behala,burdwan,behala-burdwan,1
behror,karnal,behror-karnal,1
behror,lucknow,behror-lucknow,2
belagavi,jammalamadugu,belagavi-jammalamadugu,4
belagavi,kurnool,belagavi-kurnool,2
belagavi,mani,belagavi-mani,1
belagavi,nanded,belagavi-nanded,2
belagavi,nandyal,belagavi-nandyal,573
bellary,balehonnur,bellary-balehonnur,6
bellary,banakal,bellary-banakal,2
bellary,bangalore,bellary-bangalore,1
bellary,belgaum,bellary-belgaum,7
bellary,belur,bellary-belur,1
bellary,bhadravathi,bellary-bhadravathi,2
bellary,bicholim,bellary-bicholim,1
bellary,bidadi,bellary-bidadi,1
bellary,birur,bellary-birur,1
bellary,channapatna,bellary-channapatna,5
bellary,channenahalli,bellary-channenahalli,3
bellary,chennai,bellary-chennai,18
bellary,chikmagalur,bellary-chikmagalur,16
bellary,chikodi,bellary-chikodi,1
bellary,chitradurga,bellary-chitradurga,1
bellary,chowlahiriyur,bellary-chowlahiriyur,1
bellary,davangere,bellary-davangere,2
bellary,gulbarga,bellary-gulbarga,4
bellary,harapanahalli,bellary-harapanahalli,1
bellary,harihar,bellary-harihar,1
bellary,hassan,bellary-hassan,10
bellary,heggaru,bellary-heggaru,1
bellary,hosur,bellary-hosur,4
bellary,hyderabad,bellary-hyderabad,7
bellary,jamkhandi,bellary-jamkhandi,1
bellary,jayapura,bellary-jayapura,4
bellary,jaysingpur,bellary-jaysingpur,1
bellary,kadur,bellary-kadur,7
bellary,kalaburagi,bellary-kalaburagi,3
bellary,kalasa,bellary-kalasa,2
bellary,kampli,bellary-kampli,1
bellary,kanhangad,bellary-kanhangad,7
bellary,karthikere,bellary-karthikere,1
bellary,kasaragod,bellary-kasaragod,9
bellary,kolar,bellary-kolar,1
bellary,koppal,bellary-koppal,32
bellary,koppa_rural,bellary-koppa_rural,23
bellary,koratagere,bellary-koratagere,1
bellary,krishnagiri,bellary-krishnagiri,7
bellary,kummera,bellary-kummera,1
bellary,mangalore,bellary-mangalore,64
bellary,mani,bellary-mani,3
bellary,manipal,bellary-manipal,4
bellary,mudigere,bellary-mudigere,6
bellary,mysore,bellary-mysore,1
bellary,nelamangala_town,bellary-nelamangala_town,1
bellary,raichur,bellary-raichur,1
bellary,ramanagara,bellary-ramanagara,1
bellary,ramanathapura,bellary-ramanathapura,1
bellary,sakleshpur,bellary-sakleshpur,3
bellary,shanthipura,bellary-shanthipura,3
bellary,shapur,bellary-shapur,1
bellary,shimoga,bellary-shimoga,2
bellary,shivani,bellary-shivani,1
bellary,singatagere,bellary-singatagere,3
bellary,sira,bellary-sira,1
bellary,siruguppa,bellary-siruguppa,1
bellary,sringeri,bellary-sringeri,28
bellary,tarikere,bellary-tarikere,2
bellary,toranagallu,bellary-toranagallu,20
bellary,tumkur,bellary-tumkur,4
bellary,udupi,bellary-udupi,10
bellary,vellore,bellary-vellore,1
bellary,yadgir,bellary-yadgir,1
bellary,yagati,bellary-yagati,3
bellary,yelburga,bellary-yelburga,3
bengaluru,chennai,bengaluru-chennai,2
bengaluru,coimbatore,bengaluru-coimbatore,1
bengaluru,doddaballapura,bengaluru-doddaballapura,2
bengaluru,mysuru,bengaluru-mysuru,4
bengaluru,raipur,bengaluru-raipur,1
bengaluru,wadki,bengaluru-wadki,1
bhadrak,pattambi,bhadrak-pattambi,1
bhagabatipur,brahmapur,bhagabatipur-brahmapur,1
bhagwanpur,jammu,bhagwanpur-jammu,1
bhalki,panvel,bhalki-panvel,1
bhaproda,ghaziabad,bhaproda-ghaziabad,1
bhaproda,lucknow,bhaproda-lucknow,2
bharuch,mumbai,bharuch-mumbai,2
bhavanipuram,amaravati,bhavanipuram-amaravati,1
bhavanipuram,challapalli,bhavanipuram-challapalli,1
bhavanipuram,enikepadu,bhavanipuram-enikepadu,1
bhavanipuram,hanuman_junction,bhavanipuram-hanuman_junction,3
bhavanipuram,kantheru,bhavanipuram-kantheru,1
bhavanipuram,kanuru,bhavanipuram-kanuru,2
bhavanipuram,mylavaram,bhavanipuram-mylavaram,1
bhavanipuram,nrt,bhavanipuram-nrt,1
bhavanipuram,nuzividu,bhavanipuram-nuzividu,7
bhavanipuram,tadepalligudem,bhavanipuram-tadepalligudem,1
bhavanipuram,tiruvuru,bhavanipuram-tiruvuru,2
bhilad,ahmedabad,bhilad-ahmedabad,11
bhilad,athal,bhilad-athal,1
bhilad,bengaluru,bhilad-bengaluru,1
bhilad,bhiwandi,bhilad-bhiwandi,11
bhilad,chennai,bhilad-chennai,15
bhilad,coimbatore,bhilad-coimbatore,3
bhilad,delhi,bhilad-delhi,3
bhilad,ghaziabad,bhilad-ghaziabad,6
bhilad,hubballi,bhilad-hubballi,2
bhilad,hyderabad,bhilad-hyderabad,2
bhilad,jabalpur,bhilad-jabalpur,3
bhilad,kolkata,bhilad-kolkata,1
bhilad,madurai,bhilad-madurai,3
bhilad,pune,bhilad-pune,7
bhilai,guwahati,bhilai-guwahati,1
bhilai,mau,bhilai-mau,26
bhilwara,himatnagar,bhilwara-himatnagar,252
bhilwara,jaipur,bhilwara-jaipur,1
bhilwara,khatraj,bhilwara-khatraj,1
bhimadole,ahmedabad,bhimadole-ahmedabad,1
bhimadole,ahmednagar,bhimadole-ahmednagar,1
bhimadole,bengaluru,bhimadole-bengaluru,24
bhimadole,bhiwandi,bhimadole-bhiwandi,59
bhimadole,bikaner,bhimadole-bikaner,1
bhimadole,bokaro_steel_city,bhimadole-bokaro_steel_city,1
bhimadole,chandigarh,bhimadole-chandigarh,4
bhimadole,chennai,bhimadole-chennai,9
bhimadole,coimbatore,bhimadole-coimbatore,5
bhimadole,delhi,bhimadole-delhi,2
bhimadole,ghaziabad,bhimadole-ghaziabad,2
bhimadole,gurugram,bhimadole-gurugram,3
bhimadole,guwahati,bhimadole-guwahati,2
bhimadole,hubballi,bhimadole-hubballi,2
bhimadole,hyderabad,bhimadole-hyderabad,26
bhimadole,indore,bhimadole-indore,2
bhimadole,jaipur,bhimadole-jaipur,2
bhimadole,kannur,bhimadole-kannur,1
bhimadole,karwar,bhimadole-karwar,1
bhimadole,kochi,bhimadole-kochi,10
bhimadole,kolkata,bhimadole-kolkata,3
bhimadole,kota,bhimadole-kota,1
bhimadole,kozhikode,bhimadole-kozhikode,2
bhimadole,mangaluru,bhimadole-mangaluru,1
bhimadole,mumbai,bhimadole-mumbai,10
bhimadole,mysuru,bhimadole-mysuru,1
bhimadole,noida,bhimadole-noida,7
bhimadole,pune,bhimadole-pune,14
bhimadole,rajahmundry,bhimadole-rajahmundry,1
bhimadole,ranchi,bhimadole-ranchi,1
bhimadole,srinagar,bhimadole-srinagar,1
bhimadole,thane,bhimadole-thane,6
bhimadole,tiruchirappalli,bhimadole-tiruchirappalli,1
bhimadole,vadodara,bhimadole-vadodara,1
bhimadole,varanasi,bhimadole-varanasi,1
bhimadole,vijayawada,bhimadole-vijayawada,2
bhimpur,siliguri,bhimpur-siliguri,1
bhiwadi,abohar,bhiwadi-abohar,1
bhiwadi,ajmer,bhiwadi-ajmer,3
bhiwadi,ambala,bhiwadi-ambala,6
bhiwadi,amritsar,bhiwadi-amritsar,1
bhiwadi,bathinda,bhiwadi-bathinda,13
bhiwadi,bengaluru,bhiwadi-bengaluru,8
bhiwadi,bharatpur,bhiwadi-bharatpur,3
bhiwadi,bhiwandi,bhiwadi-bhiwandi,1
bhiwadi,bijnor,bhiwadi-bijnor,3
bhiwadi,bikaner,bhiwadi-bikaner,3
bhiwadi,chhoti_sadri,bhiwadi-chhoti_sadri,2
bhiwadi,chirawa,bhiwadi-chirawa,3
bhiwadi,churu,bhiwadi-churu,1
bhiwadi,dausa,bhiwadi-dausa,2
bhiwadi,delhi_ncr,bhiwadi-delhi_ncr,41
bhiwadi,ghaziabad,bhiwadi-ghaziabad,3
bhiwadi,gudha_gorji,bhiwadi-gudha_gorji,1
bhiwadi,gurugram,bhiwadi-gurugram,2
bhiwadi,guwahati,bhiwadi-guwahati,20
bhiwadi,haridwar,bhiwadi-haridwar,1
bhiwadi,hisar,bhiwadi-hisar,1
bhiwadi,indri,bhiwadi-indri,7
bhiwadi,jaipur,bhiwadi-jaipur,21
bhiwadi,jamshedpur,bhiwadi-jamshedpur,8
bhiwadi,jaunpur,bhiwadi-jaunpur,1
bhiwadi,jhunjhunu,bhiwadi-jhunjhunu,4
bhiwadi,jodhpur,bhiwadi-jodhpur,2
bhiwadi,kanpur,bhiwadi-kanpur,1
bhiwadi,karnal,bhiwadi-karnal,10
bhiwadi,kharar,bhiwadi-kharar,1
bhiwadi,kot_kapura,bhiwadi-kot_kapura,3
bhiwadi,lucknow,bhiwadi-lucknow,30
bhiwadi,mahendragarh,bhiwadi-mahendragarh,1
bhiwadi,meerut,bhiwadi-meerut,2
bhiwadi,mukundgarh,bhiwadi-mukundgarh,4
bhiwadi,muzaffarnagar,bhiwadi-muzaffarnagar,1
bhiwadi,nagaur,bhiwadi-nagaur,1
bhiwadi,nagpur,bhiwadi-nagpur,3
bhiwadi,neemuch,bhiwadi-neemuch,1
bhiwadi,panchkula,bhiwadi-panchkula,2
bhiwadi,paonta_sahib,bhiwadi-paonta_sahib,1
bhiwadi,pathankot,bhiwadi-pathankot,4
bhiwadi,patiala,bhiwadi-patiala,7
bhiwadi,patna,bhiwadi-patna,1
bhiwadi,prayagraj,bhiwadi-prayagraj,2
bhiwadi,raipur_rani,bhiwadi-raipur_rani,1
bhiwadi,rajpura,bhiwadi-rajpura,1
bhiwadi,ratlam,bhiwadi-ratlam,1
bhiwadi,roorkee,bhiwadi-roorkee,1
bhiwadi,saharanpur,bhiwadi-saharanpur,2
bhiwadi,samana,bhiwadi-samana,1
bhiwadi,sas_nagar,bhiwadi-sas_nagar,1
bhiwadi,sikar,bhiwadi-sikar,5
bhiwadi,sitapur,bhiwadi-sitapur,1
bhiwadi,sri_city,bhiwadi-sri_city,6
bhiwadi,sri_ganganagar,bhiwadi-sri_ganganagar,3
bhiwadi,tirunelveli,bhiwadi-tirunelveli,5
bhiwadi,udaipur,bhiwadi-udaipur,4
bhiwadi,udaipurwati,bhiwadi-udaipurwati,1
bhiwadi,varanasi,bhiwadi-varanasi,1
bhiwandi,ahmedabad,bhiwandi-ahmedabad,90
bhiwandi,ahmednagar,bhiwandi-ahmednagar,1
bhiwandi,ambernath,bhiwandi-ambernath,1
bhiwandi,amravati,bhiwandi-amravati,2
bhiwandi,amritsar,bhiwandi-amritsar,1
bhiwandi,andheri,bhiwandi-andheri,6
bhiwandi,aslali,bhiwandi-aslali,12
bhiwandi,ballabgarh,bhiwandi-ballabgarh,1
bhiwandi,barjora,bhiwandi-barjora,1
bhiwandi,beed,bhiwandi-beed,2
bhiwandi,bengaluru,bhiwandi-bengaluru,379
bhiwandi,bhilai,bhiwandi-bhilai,1
bhiwandi,bhiwandi,bhiwandi-bhiwandi,3
bhiwandi,bhopal,bhiwandi-bhopal,4
bhiwandi,bhubaneswar,bhiwandi-bhubaneswar,4
bhiwandi,boisar,bhiwandi-boisar,1
bhiwandi,chakan,bhiwandi-chakan,3
bhiwandi,chennai,bhiwandi-chennai,203
bhiwandi,chittorgarh,bhiwandi-chittorgarh,3
bhiwandi,coimbatore,bhiwandi-coimbatore,46
bhiwandi,cuttack,bhiwandi-cuttack,9
bhiwandi,dapode,bhiwandi-dapode,22
bhiwandi,delhi,bhiwandi-delhi,9
bhiwandi,dharwad,bhiwandi-dharwad,1
bhiwandi,ernakulam,bhiwandi-ernakulam,1
bhiwandi,farukh_nagar,bhiwandi-farukh_nagar,8
bhiwandi,gandhinagar,bhiwandi-gandhinagar,1
bhiwandi,ghaziabad,bhiwandi-ghaziabad,11
bhiwandi,goa_velha,bhiwandi-goa_velha,53
bhiwandi,gondia,bhiwandi-gondia,1
bhiwandi,gurugram,bhiwandi-gurugram,18
bhiwandi,guwahati,bhiwandi-guwahati,35
bhiwandi,hosur,bhiwandi-hosur,12
bhiwandi,howrah,bhiwandi-howrah,3
bhiwandi,hubballi,bhiwandi-hubballi,2
bhiwandi,hyderabad,bhiwandi-hyderabad,195
bhiwandi,indore,bhiwandi-indore,463
bhiwandi,jabalpur,bhiwandi-jabalpur,137
bhiwandi,jaipur,bhiwandi-jaipur,11
bhiwandi,jammu,bhiwandi-jammu,3
bhiwandi,jamshedpur,bhiwandi-jamshedpur,1
bhiwandi,jatola,bhiwandi-jatola,1
bhiwandi,jhajjar,bhiwandi-jhajjar,1
bhiwandi,kalaburagi,bhiwandi-kalaburagi,1
bhiwandi,karnal,bhiwandi-karnal,1
bhiwandi,kochi,bhiwandi-kochi,8
bhiwandi,kolkata,bhiwandi-kolkata,62
bhiwandi,kota,bhiwandi-kota,1
bhiwandi,lucknow,bhiwandi-lucknow,12
bhiwandi,ludhiana,bhiwandi-ludhiana,1
bhiwandi,madurai,bhiwandi-madurai,10
bhiwandi,mahalunge,bhiwandi-mahalunge,2
bhiwandi,malur,bhiwandi-malur,1
bhiwandi,mangaon,bhiwandi-mangaon,1
bhiwandi,mumbai,bhiwandi-mumbai,16
bhiwandi,muzaffarpur,bhiwandi-muzaffarpur,1
bhiwandi,nagpur,bhiwandi-nagpur,192
bhiwandi,nanjangud,bhiwandi-nanjangud,2
bhiwandi,nashik,bhiwandi-nashik,2
bhiwandi,navi_mumbai,bhiwandi-navi_mumbai,6
bhiwandi,noamundi,bhiwandi-noamundi,2
bhiwandi,noida,bhiwandi-noida,2
bhiwandi,panipat,bhiwandi-panipat,1
bhiwandi,patna,bhiwandi-patna,8
bhiwandi,pirangut,bhiwandi-pirangut,1
bhiwandi,pune,bhiwandi-pune,1307
bhiwandi,raipur,bhiwandi-raipur,37
bhiwandi,rajkot,bhiwandi-rajkot,1
bhiwandi,ranchi,bhiwandi-ranchi,4
bhiwandi,ranjangaon,bhiwandi-ranjangaon,1
bhiwandi,rudrapur,bhiwandi-rudrapur,1
bhiwandi,sahibabad,bhiwandi-sahibabad,1
bhiwandi,sanand,bhiwandi-sanand,2
bhiwandi,satara,bhiwandi-satara,1
bhiwandi,sc,bhiwandi-sc,1
bhiwandi,siliguri,bhiwandi-siliguri,4
bhiwandi,solapur,bhiwandi-solapur,4
bhiwandi,sonipat,bhiwandi-sonipat,1
bhiwandi,surat,bhiwandi-surat,3
bhiwandi,taloje_majkur,bhiwandi-taloje_majkur,2
bhiwandi,thane,bhiwandi-thane,7
bhiwandi,turbhe,bhiwandi-turbhe,1
bhiwandi,udaipur,bhiwandi-udaipur,4
bhiwandi,vadape,bhiwandi-vadape,27
bhiwandi,valsad,bhiwandi-valsad,2
bhiwandi,vapi,bhiwandi-vapi,2
bhiwandi,vellore,bhiwandi-vellore,1
bhiwandi,vijayawada,bhiwandi-vijayawada,10
bhiwandi,visakhapatnam,bhiwandi-visakhapatnam,2
bhiwandi,wada,bhiwandi-wada,1
bhiwandi,yeshwantpur_village,bhiwandi-yeshwantpur_village,1
bhopal,gurgaon,bhopal-gurgaon,2
bhopal,indore,bhopal-indore,35
bhopal,jabalpur,bhopal-jabalpur,1
bhosare,bengaluru,bhosare-bengaluru,2
bhosare,bhiwandi,bhosare-bhiwandi,9
bhosare,pune,bhosare-pune,1
bhubaneswar,dhulagari,bhubaneswar-dhulagari,1
bhubaneswar,guwahati,bhubaneswar-guwahati,1
bhubaneswar,kochi,bhubaneswar-kochi,1
bhubaneswar,madurai,bhubaneswar-madurai,1
bhupati_nagar,kozhikode,bhupati_nagar-kozhikode,1
bichkunda,kolkata,bichkunda-kolkata,1
bidadi,bagalkot,bidadi-bagalkot,8
bidadi,balehonnur,bidadi-balehonnur,2
bidadi,bangalore,bidadi-bangalore,6
bidadi,bantwal,bidadi-bantwal,1
bidadi,belgaum,bidadi-belgaum,72
bidadi,bellary,bidadi-bellary,52
bidadi,belthangady,bidadi-belthangady,40
bidadi,bhubaneswar,bidadi-bhubaneswar,29
bidadi,bidadi,bidadi-bidadi,14
bidadi,bidar,bidadi-bidar,2
bidadi,bijapur,bidadi-bijapur,28
bidadi,chikmagalur,bidadi-chikmagalur,22
bidadi,chitradurga,bidadi-chitradurga,16
bidadi,coimbatore,bidadi-coimbatore,456
bidadi,davangere,bidadi-davangere,9
bidadi,dharwad,bidadi-dharwad,2
bidadi,gadag,bidadi-gadag,1
bidadi,gokak,bidadi-gokak,35
bidadi,gulbarga,bidadi-gulbarga,6
bidadi,hassan,bidadi-hassan,1
bidadi,haveri,bidadi-haveri,43
bidadi,hospet,bidadi-hospet,77
bidadi,hubli,bidadi-hubli,1153
bidadi,karwar,bidadi-karwar,12
bidadi,khordha,bidadi-khordha,3
bidadi,kochi,bidadi-kochi,332
bidadi,koppal,bidadi-koppal,41
bidadi,kumta,bidadi-kumta,46
bidadi,kushalnagar,bidadi-kushalnagar,2
bidadi,mangalore,bidadi-mangalore,99
bidadi,mudbidri,bidadi-mudbidri,38
bidadi,mudhol,bidadi-mudhol,15
bidadi,mudigere,bidadi-mudigere,8
bidadi,mumbai,bidadi-mumbai,1
bidadi,mundgod,bidadi-mundgod,18
bidadi,nipani,bidadi-nipani,35
bidadi,padubidri,bidadi-padubidri,1
bidadi,panipat,bidadi-panipat,1
bidadi,puttur,bidadi-puttur,38
bidadi,raichur,bidadi-raichur,150
bidadi,ranchi,bidadi-ranchi,2
bidadi,shimoga,bidadi-shimoga,2
bidadi,sindhanur,bidadi-sindhanur,1
bidadi,udupi,bidadi-udupi,36
bidadi,visakhapatnam,bidadi-visakhapatnam,12
bidadi,vizag,bidadi-vizag,7
bidar,coimbatore,bidar-coimbatore,1
bidar,hangal,bidar-hangal,1
bihar_sharif,new_town,bihar_sharif-new_town,1
bilaspur,raipur,bilaspur-raipur,2
bilaspur_kalan,ahmedabad,bilaspur_kalan-ahmedabad,2
bilaspur_kalan,bangalore,bilaspur_kalan-bangalore,2
bilaspur_kalan,chennai,bilaspur_kalan-chennai,1
